"","ID","Label","Statement","Subject(s)","Speaker","Speaker Job Title","State Info","The Party Affiliation","Barely True Counts","False Counts","Half True Counts","Mostly True Counts","Pants on Fire Counts","Venue/Location"
"7561",7562,"half-true","The Public Employee Retirement System is making more millionaires than the Oregon state lottery.","public-service,retirement,state-finances,workers","ted-ferrioli","state senator","Oregon","republican",0,0,1,0,0,"an opinion column"
"7562",7563,"half-true","Says we have put more boots on the U.S.-Mexico border than at any time in our history, and illegal crossings are down by nearly 80 percent from their peak in 2000.","immigration","barack-obama","President","Illinois","democrat",70,71,160,163,9,"his weekly radio address."
"7563",7564,"mostly-true","In Wisconsin, unions can essentially give unlimited contributions to political parties, but business cant give any.","campaign-finance,corporations,elections,small-business,unions","robin-vos","Wisconsin Assembly speaker","Wisconsin","republican",0,3,2,5,1,"an interview"
"7564",7565,"false","I sponsored the new Buy American law","elections,job-accomplishments","shemia-fagan","Business attorney","Oregon","democrat",0,1,0,0,0,"an Oregon Voters' Pamphlet statement"
"7565",7566,"barely-true","Says Bernie Sanders has been largely a very reliable supporter of the NRA.","candidates-biography,guns","hillary-clinton","Presidential candidate","New York","democrat",40,29,69,76,7,"the Democratic debate in New York"
"7566",7567,"false","Funding the federal health care law without a tax hike will require the state to cut nearly a quarter of its annual budget.","health-care,medicaid,state-budget","brian-robinson","unknown","Georgia","republican",1,1,0,2,0,"an article"
"7567",7568,"pants-fire","Hillary Clinton says she wants to, raise taxes on the middle class.","taxes","donald-trump","President-Elect","New York","republican",63,114,51,37,61,"a campaign video"
"7568",7569,"pants-fire","When one person sneezes, it goes all the way through the aircraft.","health-care,transportation","joe-biden","U.S. senator","Delaware","democrat",11,10,21,16,4,"an interview on ""The Today Show"""
"7569",7570,"mostly-true","A test last month at the MAX station at 162nd Avenue and East Burnside saw crime down 41 percent compared with December 2009","crime,transportation","jefferson-smith","state representative","Oregon","democrat",1,1,0,4,0,"an article in The Oregonian"
"7570",7571,"barely-true","Republicans actually doctored emails between administration officials about Benghazi. Then, they released them to the press, trying to pass them off as real.","foreign-policy,terrorism","democratic-national-committee","unknown","unknown","none",8,2,10,8,0,"an email to supporters"
"7571",7572,"false","Says new GOP Wisconsin Assembly members voted to take funding away from their public schools in their districts to give it to private Milwaukee voucher schools.","education,state-budget","peter-barca","State Representative","Wisconsin","democrat",0,2,2,3,1,"a newspaper column and other statements"
"7572",7573,"mostly-true","Gov. Lawton Chiles said ""if I were to become ... become speaker of the House it would be (his) worst nightmare.""","candidates-biography","daniel-webster","U.S. Representative, Florida District 8","Florida","republican",0,0,0,1,0,"announcing his campaign for the U.S. House."
"7573",7574,"pants-fire","If [Atlanta Mayor Kasim Reed] wants to be like Bull Connor, then so be it.","occupy-wall-street","vincent-fort","State Senator","Georgia","democrat",1,0,2,1,1,"a newspaper column"
"7574",7575,"half-true","The governors not taking his own fiscal advice. ... In the first fiscal quarter of this year, weve seen a 13.5 percent increase in spending, double-digit spending out of the executive branch in the State of Texas.","economy,government-efficiency,state-budget","debra-medina","Businesswoman","Texas","republican",0,1,3,1,0,"a Republican gubernatorial debate"
"7575",7576,"true","Following the 2009 session, Texas House Speaker Joe Straus was acknowledged and thanked for his tireless efforts by Planned Parenthood, the nations premier abortion provider.","abortion","heidi-group","Nonprofit group","Texas","none",0,0,0,0,0,"a letter."
"7576",7577,"false","Says Gov. Scott Walker has made Wisconsin 2nd in the nation in losing jobs.","jobs","brett-hulsey","unknown","unknown","democrat",1,3,0,0,0,"a news release"
"7577",7578,"half-true","Gov. Rick Scott signed into law a bill that gives Floridas public officials an easy way to avoid disclosing their personal finances.","elections,transparency","bill-nelson","unknown","Florida","democrat",3,1,8,10,0,"his campaign website"
"7578",7579,"true","Ohio today has the fewest number of state employees since the Reagan administration.","government-efficiency,job-accomplishments,state-budget","yvette-mcgee-brown","Ohio Supreme Court justice","Ohio","democrat",0,0,0,0,0,"a speech at a candidates forum"
"7579",7580,"false","This is the worst jobs recovery since the Great Depression.","economy","herman-cain","unknown","Georgia","republican",4,11,5,3,3,"an op-ed"
"7580",7581,"barely-true","If the Sellwood Bridge is not replaced, it will have to be shut down within eight years.","transportation","charlotte-lehan","Chair of the Clackamas County Board of Commissioners","Oregon","none",1,0,1,0,0,"an opinion column"
"7581",7582,"half-true","Says Jim Renacci ran against the Washington establishment in the election, but is now hypocritically embracing it with big money, special interest fundraisers.","campaign-finance,elections","democratic-congressional-campaign-committee","unknown","unknown","democrat",11,8,5,1,9,"a news release"
"7582",7583,"false","On whether the governor of Massachusetts should be able to appoint an interim U.S. senator","elections","massachusetts-legislature","Making laws","Massachusetts","democrat",0,0,0,0,0,"votes in 2004 and 2009"
"7583",7584,"barely-true","In 1950, corporations paid $3 in taxes for every $1 by a worker. Today, they pay 22 cents for every $1 by a worker.","corporations,income,occupy-wall-street,taxes","facebook-posts","Social media posting","unknown","none",14,18,15,11,36,"on the Internet"
"7584",7585,"barely-true","In the last four years, our economy has grown on average 0.9 percent a year.","economy","ted-cruz","Senator","Texas","republican",36,33,15,19,8,"an interview on NBC's ""The Tonight Show with Jay Leno"""
"7585",7586,"mostly-true","Rhode Island has taken its federal Medicaid funding and shown it can run the program more cost-effectively than the federal government.","federal-budget,government-efficiency,government-regulation,health-care,medicaid,poverty","mitt-romney","Former governor","Massachusetts","republican",34,32,58,33,19,"a debate"
"7586",7587,"barely-true","Harry Reid has voted to give illegals Social Security benefits even for the time they were here illegally.","immigration,message-machine,social-security","sharron-angle","Republican nominee for Nevada U.S. Senate seat","Nevada","republican",3,1,1,0,0,"a campaign commercial"
"7587",7588,"pants-fire","Says that President Obama said, Nobody made these guys go to war. ... Now they whine about bearing the costs of their choice?","military,veterans","chain-email","unknown","unknown","none",11,43,8,5,105,"a chain e-mail"
"7588",7589,"mostly-true","Just a little over 60 percent of your electric bill, my electric bill, 60 percent of that is pass-throughs, whether they be for building of nuclear plants or whatever they may be. A planned nuclear plant repair will only increase that percentage.","energy,nuclear","mike-fasano","state Senator","Florida","republican",0,0,0,2,0,"a news article"
"7589",7590,"half-true","What the District of Columbia was trying to do(with its handgun ban) was to protect toddlers from guns.","criminal-justice,government-regulation,guns,history,supreme-court","hillary-clinton","Presidential candidate","New York","democrat",40,29,69,76,7,"the third 2016 presidential debate"
"7590",7591,"false","Theres nothing in the voting instructions that weve been getting in the last several elections that lets you know about the limitations of the master lever.","elections","catherine-taylor","business owner","Rhode Island","republican",0,1,0,0,0,"an appearance on the Helen Glover Show"
"7591",7592,"false","On raising taxes.","taxes,transportation","bob-mcdonnell","Governor","Virginia","republican",6,5,7,6,3,"unknown"
"7592",7593,"false","An Obamacare slush fund paid to spay and neuter dogs and cats, then counted it as an anti-obesity campaign.","animals,corrections-and-updates,health-care,stimulus","allen-west","U.S. representative, Florida District 22","Florida","republican",6,9,3,1,4,"a newsletter"
"7593",7594,"half-true","Thousands of Americans have been killed by illegal immigrants.","immigration","donald-trump","President-Elect","New York","republican",63,114,51,37,61,"a campaign rally in Springfield, Ohio"
"7594",7595,"barely-true","There is currently no ability to vet these people, referring to Syrian refugees.","foreign-policy,homeland-security,immigration,terrorism","ben-carson","unknown","unknown","republican",7,12,3,2,4,"an official statement posted on Facebook."
"7595",7596,"pants-fire","A bill to save teacher jobs is completely paid for by closing corporate tax loopholes.","poverty,voting-record","zack-space","Former U.S. representative from Ohio's 18th District","Ohio","democrat",0,0,0,0,1,"a letter"
"7596",7597,"false","Says during George W. Bushs administration we were losing millions of jobs per month, while under Barack Obama we have three years of gaining hundreds of thousands of jobs per month.","economy,history,jobs","michael-moore","Documentary filmmaker","unknown","none",2,5,1,6,0,"a tweet"
"7597",7598,"pants-fire","A U.S. Government Accountability Office report says Planned Parenthood Federation of America cannot find some $1.3 billion given to it by the federal government from 2002 through 2008.","abortion,federal-budget","worldnetdaily","unknown","unknown","none",0,1,0,0,1,"a news report"
"7598",7599,"barely-true","Under the administration of Gov. Scott Walker, northern Wisconsins mining economy is moving forward and more people are getting good, high-paying jobs.","jobs","americans-prosperity","unknown","unknown","none",6,7,2,1,2,"a direct mail flier"
"7599",7600,"pants-fire","Obamacare prevents (Florida) from regulating insurance.","florida,health-care,market-regulation","republican-party-florida","unknown","unknown","republican",10,6,6,6,4,"a Facebook Q&A with Charlie Crist"
"7600",7601,"half-true","We got [the Quonset Business Park] for free and were getting zero dollars out of it into the state coffers other than the fact that it produces the jobs.","economy,gambling,jobs,state-budget,state-finances,taxes","joseph-trillo","minority whip, Rhode Island House of Representatives","Rhode Island","republican",0,0,1,0,1,"a debate"
